MF,P1,P2,P3,P4,P5,P8,P9,P10,P11,P12,P13,P14,P15,P17,P18,P19,P20,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q17,Q18,Q19,Q20
_3682,-0.311690467,-0.311690467,-0.311690467,-0.311690467,-0.311690467,-0.311690467,-0.311690467,-0.311690467,-0.311690467,-0.311690467,-0.311690467,-0.311690467,-0.311690467,-0.311690467,-0.311690467,-0.311690467,-0.311690467,5.092697156,-0.311690467,-0.311690467,-0.311690467,1.110516802,-0.311690467,-0.311690467,-0.311690467,-0.311690467,-0.311690467,0.524902044,-0.311690467,0.993393851,1.629204159,-0.311690467,-0.311690467,-0.311690467,-0.311690467
_2892,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,0.296195963,3.354617885,-0.365800123,2.983900076,2.573462502,-0.365800123,1.765827276,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123,-0.365800123
_6633,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378,0.531861404,-0.338005378,-0.338005378,-0.338005378,1.314741507,1.610496213,4.689824621,1.993237597,-0.338005378,-0.338005378,-0.338005378,-0.338005378,-0.338005378
_1636,-0.008942832,-0.760614953,0.157041548,-0.760614953,-0.760614953,0.733244468,1.477802973,2.317209695,1.311818592,-0.760614953,1.54656793,0.507979952,-0.404934139,1.262023278,-0.760614953,-0.642054682,0.702418797,-0.760614953,-0.760614953,-0.760614953,-0.760614953,-0.760614953,-0.760614953,-0.760614953,1.793173295,-0.760614953,-0.760614953,-0.760614953,-0.760614953,1.304704976,-0.760614953,-0.760614953,1.001190681,-0.760614953,1.392439577
_903,-0.773819953,-0.662287907,-1.32404471,-0.450377021,-0.866763324,-0.695747521,0.754169069,-0.926247081,-1.138157967,-0.416917408,0.612895144,-1.32404471,-0.383457794,0.720709455,1.657578636,-0.312820832,-1.32404471,0.657507963,-0.684594316,1.389901727,-0.662287907,-0.636263763,-0.576780006,1.267216477,-1.32404471,-0.561909067,1.196579515,-0.476401165,1.427079075,1.460538689,1.516304712,0.531104978,1.300676091,1.278369682,-0.24961934
_2567,-1.168010856,0.666567929,0.915094611,0.390929244,-1.168010856,-1.168010856,-0.19649746,-0.942077508,0.806646604,-1.168010856,0.567157256,-0.55347215,-0.594140153,-0.264277465,-1.168010856,-1.168010856,-1.168010856,0.765978602,1.900164008,-0.521841481,0.38189191,-0.309464134,0.657530595,0.223738567,0.625899926,0.01136122,-1.168010856,1.836902671,0.499377251,1.190733296,0.47226525,-1.168010856,-1.168010856,1.082285289,2.067354686
_3090,0.178802792,-0.826450027,-0.4243489,-0.826450027,-0.826450027,-0.252019845,-0.826450027,-0.153090203,-0.826450027,-0.826450027,-0.826450027,-0.826450027,-0.826450027,0.067108034,-0.127559972,-0.073308233,0.335175452,0.169228955,2.527583981,-0.666886088,-0.826450027,0.887266683,-0.826450027,-0.826450027,-0.082882069,2.122291574,-0.826450027,1.36914978,-0.826450027,1.308515483,1.614878247,0.574521362,-0.826450027,1.330854435,1.691468938
_1509,-0.343219212,-0.343219212,-0.343219212,1.49358085,-0.343219212,2.889548898,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,3.440588916,2.816076895,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212,-0.343219212
_6837,-0.244342051,0.424826321,-0.244342051,-0.244342051,-0.244342051,-0.244342051,0.866477446,-0.244342051,5.537272683,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,0.746027139,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051,-0.244342051
_3915,3.821463287,-0.328335748,1.122642936,3.357150108,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,1.877151851,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748,-0.328335748
_6142,-0.777828769,2.485446232,1.304537323,2.034717641,1.034100168,0.249832419,0.673517295,-0.777828769,1.385668469,-0.777828769,-0.777828769,0.998041881,1.529901618,-0.777828769,-0.777828769,-0.777828769,0.835779588,-0.777828769,0.060526411,-0.777828769,0.412094712,-0.777828769,1.412712185,-0.777828769,-0.777828769,-0.777828769,-0.777828769,-0.777828769,-0.777828769,0.808735872,-0.777828769,-0.327100178,-0.777828769,-0.119765026,-0.777828769
_167,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.2086635,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134,1.986753417,2.362545502,2.115313867,2.253763582,2.1202585,-0.455895134,2.135092398,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134,-0.455895134
